user_id,platform,market_country,user_creation_datetime,confirmation_datetime,first_purchase_datetime,last_purchase_datetime,first_integration_datetime,last_segment_recorded,longevity,total_sales,avg_sales_per_day,min_days_btwn_sales,frst_quartile_days_btwn_sales,avg_days_btwn_sales,median_days_btwn_sales,thrd_quartile_days_btwn_sales,max_days_btwn_sales,min_days_btwn_sale_date,fst_quartile_days_btwn_sale_date,avg_days_btwn_sale_date,median_days_btwn_sale_date,thrd_quartile_days_btwn_sale_date,frequency,recency,month_label_count,quarter_label_count,year_label_count,previous_year_label_count,historic_label_count,month_revenue_eur,quarter_revenue_eur,year_revenue_eur,previous_year_revenue_eur,historic_revenue_eur,month_average_order_value,quarter_aov,year_aov,year_plat_cntry_aov,previous_year_aov,previous_year_plat_cntry_aov,historic_aov,csat,cs_tickets_good,cs_tickets_offered,cs_tickets_unoffered,cs_tickets_bad,customer_feedback_tickets,total_tickets,churn_factor,status
4ff06a3d218c29d686db0b0b4e8a5c24,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2020-03-16 09:13:57 UTC,2020-03-16 09:13:57 UTC,2020-03-16 09:18:24 UTC,2021-01-31 18:07:52 UTC,2020-03-16 09:18:24 UTC,S,764,78,0.1021,0,0,4,1,3,85,1,2,7,3,4,6.2115384615384617,441,3,46,78,,78,10.39,292.72,415.44,,415.44,3.463333333,58.544,46.16,4.09798439,,3.566521491,46.16,,,,,,,,70.9969040247678,churned
cb08c6ddaecff3bcefc7672dd6f1f6cc,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-08-07 07:53:35 UTC,2019-08-07 07:53:35 UTC,2019-08-07 07:54:39 UTC,2019-08-09 08:47:45 UTC,2019-08-07 07:54:39 UTC,L,986,138,0.14,0,0,0,0,0,0,,,,,,1.5,983,138,138,138,,138,355.82,355.82,355.82,,355.82,2.578405797,355.82,355.82,4.039937215,,,355.82,,,,,,,,655.33333333333337,churned
52b9c05dbd163f284d3012ed99eddeea,c44577a5b4c0036fe1ec82c04bfa87c6,9a6e56e83f8d0f692203f7b4850f86ff,2021-03-18 16:24:09 UTC,2021-03-18 16:24:09 UTC,2021-03-18 16:31:04 UTC,2022-03-01 23:14:29 UTC,,Non-recurring,397,3,0.0076,19,10,116,19,174,328,19,96,174,174,251,175,47,1,3,3,,3,7.74,20.53,20.53,,20.53,7.74,6.843333333,6.843333333,7.1218658,,7.058972748,6.843333333,,,,,,,,0.26857142857142857,ok
26083364f54cbfbe75f2a84f8bf4fa38,c44577a5b4c0036fe1ec82c04bfa87c6,6b681da4aa6e2f33a5f06ff660ba0e9e,2021-01-04 14:50:11 UTC,2021-01-04 14:50:11 UTC,2021-01-04 14:54:51 UTC,2022-04-20 15:23:03 UTC,,S,470,107,0.2277,0,0,4,1,6,46,1,2,7,5,11,6.8787878787878789,16,3,55,93,24,107,11.97,219.45,371.37,93.19,424.66,3.99,43.89,28.566923077,8.13005236,31.063333333,7.702144215,28.310666667,1,2,1,4,0,2,7,2.3259911894273126,ok
07fe9fe395a392f1d5fb84dd38b55aa5,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2020-06-19 10:57:27 UTC,,2020-06-20 12:14:13 UTC,2021-08-03 11:38:04 UTC,,S,668,52,0.0778,0,0,7,1,8,84,1,3,13,7,16,11.714285714285714,258,1,7,52,2,52,6.25,49.23,303.49,12.06,303.49,6.25,9.846,23.345384615,15.019487267,12.06,13.739577519,23.345384615,,,,,,,,22.024390243902442,churned
177de0c07af8535ac4120ee5eacb2f62,4128403e5dad4f40eb5c79a92a5719c9,64f6711e77d2ec8af8ac3292c66d2875,2019-05-10 10:36:38 UTC,2019-05-10 10:36:38 UTC,2019-05-10 10:40:46 UTC,2022-04-12 06:17:18 UTC,2019-05-10 10:40:46 UTC,Non-recurring,1075,40,0.0372,0,0,26,3,18,288,1,7,48,18,42,46.478260869565219,6,3,24,40,1,40,18.28,93.94,145.11,3.75,145.11,6.093333333,18.788,11.162307692,3.480827203,3.75,3.46083871,11.162307692,,0,1,0,0,0,1,0.12909260991580918,ok
6f09e2fc86eda98b29615ab02f272f30,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-12-03 15:22:22 UTC,2019-12-03 15:22:22 UTC,2019-12-03 15:28:48 UTC,2022-04-19 10:07:11 UTC,2019-12-03 15:28:48 UTC,Non-recurring,868,49,0.0565,0,0,17,0,1,458,1,2,66,4,6,50.705882352941174,6,2,49,49,,49,10.55,147.75,147.75,,147.75,5.275,29.55,29.55,4.35631396,,4.09798439,29.55,,,,,,,,0.11832946635730859,ok
f8f5b2eaff67fd7727d9b26cce99188a,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-09-18 22:56:44 UTC,2019-09-18 22:56:44 UTC,2019-09-19 07:54:33 UTC,2022-02-18 14:34:55 UTC,2019-09-19 07:54:33 UTC,S,943,68,0.0721,0,0,13,2,9,231,1,3,23,8,18,22.125,58,3,30,64,10,68,17.22,139.9,260.66,26.25,271.1,5.74,27.98,20.050769231,4.35631396,13.125,4.09798439,19.364285714,1,2,1,0,0,2,3,2.6214689265536721,ok
61854c0909b4e9e36b17d0c6cc885437,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2020-12-04 10:20:05 UTC,2020-12-04 10:20:05 UTC,2020-12-04 10:31:05 UTC,2022-04-19 19:34:04 UTC,2020-12-04 10:31:05 UTC,Non-recurring,501,36,0.0719,0,0,14,3,9,112,1,4,24,9,23,23.142857142857142,15,4,14,36,,36,24.14,85.18,167.49,,167.49,6.035,17.036,16.749,4.35631396,,4.09798439,16.749,,0,1,0,0,0,1,0.64814814814814814,ok
c0a12a064be6c92237cbec498ab32e92,4128403e5dad4f40eb5c79a92a5719c9,9a6e56e83f8d0f692203f7b4850f86ff,2021-09-18 10:23:11 UTC,2021-09-18 10:23:11 UTC,2021-09-18 10:33:50 UTC,2021-10-02 17:25:17 UTC,2021-09-18 10:33:50 UTC,S,213,3,0.0141,5,3,5,5,7,9,5,6,7,7,8,8,197,1,3,3,,3,5.75,16.83,16.83,,16.83,5.75,8.415,8.415,6.456587161,,6.532434555,8.415,,,,,,,,24.625,churned
dc2c147484dcbcc111a173c5657edd56,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2021-09-30 19:14:25 UTC,,2021-09-30 19:19:07 UTC,2022-01-13 11:45:05 UTC,,S,201,3,0.0149,14,7,34,14,52,89,14,33,52,52,70,53,95,1,3,3,,3,6.95,100.74,100.74,,100.74,6.95,33.58,33.58,13.139620762,,13.018253517,33.58,,,,,,,,1.7924528301886793,ok
92748c5a0879064959dbd573673cb2d0,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2021-01-25 13:24:58 UTC,,2021-01-25 13:30:59 UTC,2022-03-05 18:07:37 UTC,,Non-recurring,449,3,0.0067,57,29,134,57,202,346,57,129,202,202,274,203,43,1,3,3,,3,10.51,24.7,24.7,,24.7,10.51,8.233333333,8.233333333,13.139620762,,13.018253517,8.233333333,,,,,,,,0.21182266009852216,ok
c6448594ff7d9da66216983494205d25,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2022-02-21 12:39:24 UTC,,2022-02-21 13:07:58 UTC,2022-03-16 08:01:27 UTC,,S,57,3,0.0526,8,4,7,8,11,14,8,10,11,11,13,12,33,2,3,3,,3,75.32,112.98,112.98,,112.98,37.66,56.49,56.49,15.192913098,,15.019487267,56.49,,0,9,2,0,0,11,2.75,ok
7a7ab119a41de7e46b0400f571c9cf45,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2020-03-16 16:52:27 UTC,,2020-03-16 17:01:48 UTC,2021-02-24 13:27:56 UTC,,Non-recurring,764,3,0.0039,160,80,115,160,172,184,160,166,172,172,178,173.5,417,1,3,3,,3,7.76,31.67,31.67,,31.67,7.76,10.556666667,10.556666667,13.018253517,,12.86298973,10.556666667,,,,,,,,2.4034582132564841,ok
12beef4153efb37632ae58cca4565ed6,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2021-01-18 10:26:07 UTC,2021-01-18 10:27:16 UTC,2021-01-18 10:36:21 UTC,2021-03-26 12:05:02 UTC,,S,456,3,0.0066,12,6,22,12,33,54,12,23,33,33,44,34,388,1,3,3,,3,6.32,19.59,19.59,,19.59,6.32,9.795,9.795,13.018253517,,12.86298973,9.795,,,,,,,,11.411764705882353,churned
66fd3162c82b3fe61f4fc7165210b62f,c44577a5b4c0036fe1ec82c04bfa87c6,6b681da4aa6e2f33a5f06ff660ba0e9e,2021-01-05 21:05:18 UTC,2021-01-05 21:05:18 UTC,2021-01-20 02:30:42 UTC,2021-11-02 08:50:43 UTC,2021-07-16 07:58:31 UTC,Non-recurring,454,3,0.0066,109,55,95,109,143,177,109,126,143,143,160,143.5,167,1,3,3,,3,27.4,95.15,95.15,,95.15,27.4,31.716666667,31.716666667,7.702144215,,6.825166943,31.716666667,1,3,2,5,0,3,10,1.1637630662020906,ok
106da8ed2d3965e1d5b215120d7a4c24,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2016-05-09 09:50:51 UTC,,2020-08-04 20:01:39 UTC,2021-08-23 12:27:43 UTC,,S,623,4,0.0064,0,0,96,9,104,366,17,104,192,192,279,192.5,238,1,4,4,,4,6.18,25.69,25.69,,25.69,6.18,12.845,12.845,15.019487267,,13.739577519,12.845,,,,,,,,1.2363636363636363,ok
9fac60575e51a9084e404d3614db6de4,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2020-01-11 12:34:47 UTC,2020-01-11 12:34:47 UTC,2020-01-11 12:54:46 UTC,2021-01-09 16:14:53 UTC,2020-01-11 12:54:46 UTC,Non-recurring,829,4,0.0048,3,2,91,23,111,318,3,23,121,42,180,122,463,1,4,4,,4,2.67,22.76,22.76,,22.76,2.67,7.586666667,7.586666667,4.09798439,,3.566521491,7.586666667,,,,,,,,3.7950819672131146,ok
a3bcd747f11b32602fe277aaff7ff2c4,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-11-06 19:27:25 UTC,2019-11-06 19:27:25 UTC,2019-11-06 20:36:56 UTC,2020-11-17 13:27:28 UTC,2019-11-06 20:36:56 UTC,Non-recurring,895,3,0.0034,27,14,125,27,188,349,27,108,188,188,269,189.5,516,1,3,3,,3,5.56,10.96,10.96,,10.96,5.56,3.653333333,3.653333333,3.566521491,,4.039937215,3.653333333,,,,,,,,2.7229551451187337,ok
6994ca15392f62f50b31bf19770e759c,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2020-04-22 19:22:25 UTC,,2020-04-22 19:25:19 UTC,2022-01-26 21:11:13 UTC,,Non-recurring,727,3,0.0041,37,19,215,37,322,607,37,180,322,322,465,323,81,1,3,3,,3,6.32,19.17,19.17,,19.17,6.32,6.39,6.39,13.139620762,,13.018253517,6.39,,,,,,,,0.25077399380804954,ok
54b08640a0fe3d58b98835351c804def,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2016-09-06 21:04:30 UTC,,2019-11-15 08:38:04 UTC,2020-11-25 11:32:29 UTC,,Non-recurring,886,3,0.0034,51,26,125,51,188,325,51,120,188,188,257,188.5,509,1,3,3,,3,10,22.54,22.54,,22.54,10,7.513333333,7.513333333,12.86298973,,13.456230447,7.513333333,,,,,,,,2.7002652519893897,ok
7906778488e6163e479271f182fc23fc,61e0171e3638dff765e85f0bb190ae29,64f6711e77d2ec8af8ac3292c66d2875,2020-04-27 19:29:53 UTC,,2020-04-27 19:46:54 UTC,2020-05-10 21:01:25 UTC,,S,722,3,0.0042,6,3,4,6,7,7,6,6,7,7,7,7.5,707,2,3,3,,3,22.91,36.3,36.3,,36.3,11.455,18.15,18.15,21.048859336,,30.048689142,18.15,,,,,,,,94.266666666666666,churned
a0bee4ab3fa3b90f999e6b537e7f9678,61e0171e3638dff765e85f0bb190ae29,64f6711e77d2ec8af8ac3292c66d2875,2020-09-19 21:28:15 UTC,2020-11-13 15:07:18 UTC,2020-09-22 20:57:11 UTC,2020-12-12 02:54:49 UTC,,Non-recurring,574,3,0.0052,28,14,26,28,40,51,28,34,40,40,45,41,492,1,3,3,,3,24.69,60.32,60.32,,60.32,24.69,20.106666667,20.106666667,21.048859336,,30.048689142,20.106666667,,,,,,,,12,churned
c760ea51ddf9451a1c37dcf41ba1a958,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2021-05-03 11:26:15 UTC,,2021-05-03 19:42:23 UTC,2021-05-20 09:51:15 UTC,,S,351,3,0.0085,0,0,5,0,8,15,15,15,15,15,15,9,333,3,3,3,,3,31.31,31.31,31.31,,31.31,10.436666667,31.31,31.31,13.018253517,,12.86298973,31.31,,,,,,,,37,churned
07b9c8e556f09c22dbde8d5bdbe9fced,c44577a5b4c0036fe1ec82c04bfa87c6,6b681da4aa6e2f33a5f06ff660ba0e9e,2018-01-24 11:00:17 UTC,2018-01-24 11:00:17 UTC,2018-10-01 22:16:32 UTC,2019-01-08 19:23:53 UTC,,Non-recurring,1296,3,0.0023,41,21,32,41,49,56,41,45,49,49,52,50.5,1195,1,3,3,,3,27.67,40.57,40.57,,40.57,27.67,13.523333333,13.523333333,8.716768207,,8.924323093,13.523333333,,,,,,,,23.663366336633665,churned
40dd090ba48934c4da8ed50ee1979034,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2020-07-23 19:35:26 UTC,,2020-07-23 20:14:38 UTC,2021-08-02 06:57:57 UTC,,Non-recurring,635,4,0.0063,93,70,93,109,133,155,93,109,124,125,140,125.33333333333333,259,1,4,4,,4,5.94,41.19,41.19,,41.19,5.94,10.2975,10.2975,15.019487267,,13.739577519,10.2975,,,,,,,,2.0664893617021276,ok
bd48582509d0ef855800ac1c9fcd616a,4128403e5dad4f40eb5c79a92a5719c9,9a6e56e83f8d0f692203f7b4850f86ff,2016-10-06 09:12:51 UTC,2016-10-06 09:12:51 UTC,2019-01-10 13:38:48 UTC,2021-07-12 17:05:12 UTC,2019-01-10 13:38:48 UTC,S,1195,4,0.0033,5,4,228,31,255,852,5,31,304,56,454,305.33333333333331,279,1,4,4,,4,5.33,32.42,32.42,,32.42,5.33,10.806666667,10.806666667,6.456587161,,6.532434555,10.806666667,,,,,,,,0.913755458515284,ok
bde6e925e6e8bfc08a88496f4ad2edee,4128403e5dad4f40eb5c79a92a5719c9,9a6e56e83f8d0f692203f7b4850f86ff,2016-09-27 09:56:41 UTC,2016-09-27 09:56:41 UTC,2018-06-05 08:21:23 UTC,2019-01-10 17:55:16 UTC,2018-06-05 08:21:23 UTC,Non-recurring,1414,4,0.0028,48,36,55,52,71,115,48,52,73,56,86,73.666666666666671,1193,1,4,4,,4,16.82,35.27,35.27,,35.27,16.82,8.8175,8.8175,6.698780829,,6.205446553,8.8175,,,,,,,,16.194570135746606,churned
997e1235c84def9491a309fbda6df9ee,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-10-20 20:16:14 UTC,2019-10-20 20:16:14 UTC,2019-10-20 20:21:21 UTC,2019-11-29 14:01:49 UTC,2019-10-20 20:21:21 UTC,S,912,4,0.0044,0,0,10,5,15,28,10,15,19,19,24,21,870,1,4,4,,4,2.79,11.05,11.05,,11.05,2.79,5.525,5.525,4.039937215,,,5.525,,,,,,,,41.428571428571431,churned
9c2e4e2841ab17a4cc36e0b6ba3a6611,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-08-20 15:36:15 UTC,2019-08-20 15:36:15 UTC,2019-08-20 15:37:47 UTC,2019-11-17 13:16:01 UTC,2019-08-20 15:37:47 UTC,S,973,4,0.0041,0,0,22,15,36,58,29,36,44,44,51,45.5,882,1,4,4,,4,6.18,16.37,16.37,,16.37,6.18,5.456666667,5.456666667,4.039937215,,,5.456666667,,,,,,,,19.384615384615383,churned
daec9472950a6dc26da11b5b4efc9b5b,61e0171e3638dff765e85f0bb190ae29,9a6e56e83f8d0f692203f7b4850f86ff,2020-06-29 07:53:39 UTC,,2020-06-29 08:02:20 UTC,2021-03-01 15:23:04 UTC,,Non-recurring,659,4,0.0061,35,26,61,67,102,112,35,67,82,98,105,82.333333333333329,412,1,4,4,,4,24.52,83.05,83.05,,83.05,24.52,20.7625,20.7625,13.018253517,,12.86298973,20.7625,,,,,,,,5.004048582995952,churned
04db976f517288f7e2429455ab0c6e08,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2022-03-19 15:14:39 UTC,2022-03-19 15:14:39 UTC,2022-03-19 15:27:14 UTC,2022-04-10 18:00:04 UTC,2022-03-19 15:27:14 UTC,S,31,5,0.1613,0,0,4,1,8,11,1,5,7,8,10,6,7,2,5,5,,5,33.14,84.24,84.24,,84.24,16.57,42.12,42.12,4.35631396,,4.09798439,42.12,,,,,,,,1.1666666666666667,ok
077821159ed34e251508c94fc16a2d82,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2020-03-04 09:23:41 UTC,2020-03-04 09:23:41 UTC,2020-04-22 09:11:35 UTC,2020-06-01 11:59:02 UTC,2020-04-22 09:11:35 UTC,S,727,5,0.0069,0,0,8,6,13,20,6,10,13,13,17,13.666666666666666,686,1,5,5,,5,10.31,72.46,72.46,,72.46,10.31,24.153333333,24.153333333,3.566521491,,4.039937215,24.153333333,,,,,,,,50.195121951219512,churned
feb8f804c1d2e11eba7252158a2500e7,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2021-09-19 16:20:56 UTC,2021-09-19 16:20:56 UTC,2021-09-19 16:35:05 UTC,2021-10-06 08:50:21 UTC,2021-09-19 16:35:05 UTC,S,212,4,0.0189,0,0,4,1,5,13,2,5,8,8,10,9,194,3,4,4,,4,44.72,68.71,68.71,,68.71,14.906666667,34.355,34.355,4.09798439,,3.566521491,34.355,,0,1,1,0,0,2,21.555555555555557,churned
688d4438c1c5c0372997f60faae9c621,4128403e5dad4f40eb5c79a92a5719c9,9a6e56e83f8d0f692203f7b4850f86ff,2019-01-15 17:17:40 UTC,2019-01-15 17:17:40 UTC,2019-01-16 11:49:54 UTC,2021-02-17 14:41:57 UTC,2019-01-16 11:49:54 UTC,Non-recurring,1189,4,0.0034,117,88,191,150,253,462,117,150,254,183,323,255,424,1,4,4,,4,5.75,22.12,22.12,,22.12,5.75,5.53,5.53,6.456587161,,6.532434555,5.53,,,,,,,,1.6627450980392158,ok
fb220935e52a95d8dfd6860bda93cd9e,61e0171e3638dff765e85f0bb190ae29,49ea251b719ccdc5894c5a18ace974be,2017-11-13 17:15:41 UTC,2017-11-13 17:18:46 UTC,2018-07-11 11:41:14 UTC,2019-04-03 17:31:10 UTC,,Non-recurring,1378,4,0.0029,28,21,66,29,74,208,28,29,88,29,119,89.333333333333329,1110,1,4,4,,4,6.95,23.64,23.64,,23.64,6.95,5.91,5.91,19.828744675,,19.433772885,5.91,,,,,,,,12.425373134328359,churned
1e3f92a5fa3e5ecba76d4669c0d7177c,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2017-10-04 08:37:13 UTC,,2019-05-20 17:56:40 UTC,2021-01-28 09:31:09 UTC,,Non-recurring,1065,5,0.0047,7,7,123,109,239,261,7,84,154,174,245,155,445,1,5,5,,5,7.27,26.45,26.45,,26.45,7.27,6.6125,6.6125,15.019487267,,13.739577519,6.6125,,,,,,,,2.870967741935484,ok
6e2cd7d42c7609a25fc9dcbe380336d4,61e0171e3638dff765e85f0bb190ae29,6b681da4aa6e2f33a5f06ff660ba0e9e,2018-04-04 08:15:40 UTC,2018-04-04 08:15:40 UTC,2019-04-12 07:56:46 UTC,2021-01-05 08:08:34 UTC,,Non-recurring,1103,5,0.0045,53,53,126,54,258,267,53,54,158,156,260,158.75,468,1,5,5,,5,5.24,26.99,26.99,,26.99,5.24,5.398,5.398,15.019487267,,13.739577519,5.398,,,,,,,,2.9480314960629923,ok
46592c56bea710b225eef242f41de138,4128403e5dad4f40eb5c79a92a5719c9,c097bb1538327aaf74797d23f6fcef83,2019-11-15 09:05:01 UTC,2019-11-15 09:05:01 UTC,2021-03-18 19:15:34 UTC,2021-04-11 18:54:35 UTC,2021-03-18 19:15:34 UTC,S,397,5,0.0126,0,0,5,2,10,11,2,6,8,10,11,8.6666666666666661,371,3,5,5,,5,16.74,32.28,32.28,,32.28,5.58,16.14,16.14,4.09798439,,3.566521491,16.14,,,,,,,,42.807692307692314,churned
660a31f8b729a86921e49bcdf7aa7617,61e0171e3638dff765e85f0bb190ae29,49ea251b719ccdc5894c5a18ace974be,2021-04-27 07:09:04 UTC,,2021-04-27 07:17:20 UTC,2022-04-08 13:05:16 UTC,,Non-recurring,357,5,0.014,63,63,69,73,77,131,63,71,86,75,91,87,9,1,5,5,,5,26.22,181.07,181.07,,181.07,26.22,36.214,36.214,25.926646,,23.14788425,36.214,,0,6,3,0,0,9,0.10344827586206896,ok
