iter	Passed	Remaining
486	575	605
487	576	604
488	577	603
489	578	602
490	579	600
491	580	599
492	581	598
493	582	596
494	583	595
495	584	594
496	585	593
497	586	591
498	588	590
499	589	589
500	590	588
501	591	587
502	593	585
503	594	584
504	595	583
505	596	582
506	597	580
507	598	579
508	599	578
509	600	576
510	601	575
511	602	574
512	603	573
513	604	571
514	605	570
515	606	569
516	608	568
517	609	566
518	610	565
519	611	564
520	612	562
521	613	561
522	614	560
523	615	559
524	616	557
525	617	556
526	618	555
527	620	554
528	621	553
529	622	552
530	624	551
531	625	549
532	626	548
533	627	547
534	628	546
535	629	545
536	630	543
537	631	542
538	632	541
539	633	539
540	634	538
541	635	537
542	636	536
543	638	534
544	639	533
545	640	532
546	641	531
547	642	529
548	643	528
549	644	527
550	645	525
551	646	524
552	647	523
553	648	522
554	649	520
555	650	519
556	651	518
557	652	517
558	654	515
559	655	514
560	656	513
561	657	512
562	658	510
563	659	509
564	660	508
565	661	507
566	662	506
567	663	504
568	664	503
569	665	502
570	666	501
571	667	499
572	669	498
573	670	497
574	671	496
575	672	494
576	673	493
577	674	492
578	675	491
579	676	489
580	677	488
581	678	487
582	679	486
583	680	484
584	681	483
585	682	482
586	683	481
587	685	479
588	686	478
589	687	477
590	688	476
591	689	475
592	690	473
593	691	472
594	692	471
595	693	470
596	694	468
597	695	467
598	696	466
599	697	465
600	699	464
601	700	462
602	701	461
603	702	460
604	703	459
605	704	457
606	705	456
607	706	455
608	707	454
609	708	453
610	709	451
611	710	450
612	711	449
613	712	448
614	713	446
615	714	445
616	716	444
617	717	443
618	718	442
619	719	440
620	720	439
621	721	438
622	722	437
623	723	435
624	724	434
625	725	433
626	726	432
627	727	431
628	728	429
629	729	428
630	730	427
631	732	426
632	733	425
633	734	423
634	735	422
635	736	421
636	737	420
637	738	419
638	739	417
639	740	416
640	741	415
641	742	414
642	743	412
643	744	411
644	745	410
645	747	409
646	748	408
647	749	406
648	750	405
649	751	404
650	752	403
651	753	402
652	754	400
653	755	399
654	756	398
655	757	397
656	758	396
657	759	394
658	760	393
659	761	392
660	762	391
661	763	390
662	765	388
663	766	387
664	767	386
665	768	385
666	769	384
667	770	382
668	771	381
669	772	380
670	773	379
671	774	378
672	775	376
673	776	375
674	777	374
675	778	373
676	780	372
677	781	370
678	782	369
679	783	368
680	784	367
681	785	366
682	786	365
683	787	363
684	788	362
685	789	361
686	790	360
687	791	359
688	792	357
689	793	356
690	794	355
691	796	354
692	797	353
693	798	351
694	799	350
695	800	349
696	801	348
697	802	347
698	803	346
699	804	344
700	805	343
701	806	342
702	807	341
703	808	340
704	809	338
705	810	337
706	812	336
707	813	335
708	814	334
709	815	332
710	816	331
711	817	330
712	818	329
713	819	328
714	820	327
715	821	325
716	822	324
717	823	323
718	824	322
719	825	321
720	826	319
721	827	318
722	829	317
723	830	316
724	831	315
725	832	314
726	833	312
727	834	311
728	835	310
729	836	309
730	837	308
731	838	307
732	839	305
733	840	304
734	841	303
735	842	302
736	843	301
737	845	299
738	846	298
739	847	297
740	848	296
741	849	295
742	850	294
743	851	292
744	852	291
745	853	290
746	854	289
747	855	288
748	856	287
749	857	285
750	858	284
751	859	283
752	860	282
753	861	281
754	863	280
755	864	278
756	865	277
757	866	276
758	867	275
759	868	274
760	869	273
761	870	271
762	871	270
763	872	269
764	873	268
765	874	267
766	876	266
767	877	264
768	878	263
769	879	262
770	880	261
771	881	260
772	882	259
773	883	257
774	884	256
775	885	255
776	886	254
777	887	253
778	888	252
779	889	251
780	891	249
781	892	248
782	893	247
783	894	246
784	895	245
785	896	244
786	897	242
787	898	241
788	899	240
789	900	239
790	901	238
791	902	237
792	903	235
793	904	234
794	906	233
795	907	232
796	908	231
797	909	230
798	910	228
799	911	227
800	912	226
801	913	225
802	914	224
803	915	223
804	916	222
805	917	220
806	918	219
807	919	218
808	920	217
809	922	216
810	923	215
811	924	213
812	925	212
813	926	211
814	927	210
815	928	209
816	929	208
817	930	207
818	931	205
819	932	204
820	933	203
821	934	202
822	935	201
823	936	200
824	938	198
825	939	197
826	940	196
827	941	195
828	942	194
829	943	193
830	944	192
831	945	190
832	946	189
833	947	188
834	948	187
835	949	186
836	950	185
837	952	184
838	953	182
839	954	181
840	955	180
841	956	179
842	957	178
843	958	177
844	959	176
845	960	174
846	961	173
847	962	172
848	963	171
849	964	170
850	966	169
851	967	167
852	968	166
853	969	165
854	970	164
855	971	163
856	972	162
857	973	161
858	974	159
859	975	158
860	976	157
861	977	156
862	978	155
863	980	154
864	981	153
865	982	151
866	983	150
867	984	149
868	985	148
869	986	147
870	987	146
871	988	145
872	989	143
873	990	142
874	991	141
875	992	140
876	993	139
877	994	138
878	996	137
879	997	135
880	998	134
881	999	133
882	1000	132
883	1001	131
884	1002	130
885	1003	129
886	1004	127
887	1005	126
888	1006	125
889	1007	124
890	1008	123
891	1010	122
892	1011	121
893	1012	120
894	1013	118
895	1014	117
896	1015	116
897	1016	115
898	1017	114
899	1018	113
900	1019	112
901	1020	110
902	1021	109
903	1022	108
904	1023	107
905	1025	106
906	1026	105
907	1027	104
908	1028	102
909	1029	101
910	1030	100
911	1031	99
912	1032	98
913	1033	97
914	1034	96
915	1035	94
916	1036	93
917	1037	92
918	1038	91
919	1040	90
920	1041	89
921	1042	88
922	1043	87
923	1044	85
924	1045	84
925	1046	83
926	1047	82
927	1048	81
928	1049	80
929	1050	79
930	1051	77
931	1052	76
932	1054	75
933	1055	74
934	1056	73
935	1057	72
936	1058	71
937	1059	70
938	1060	68
939	1061	67
940	1062	66
941	1063	65
942	1064	64
943	1066	63
944	1067	62
945	1068	60
946	1069	59
947	1070	58
948	1071	57
949	1072	56
950	1073	55
951	1074	54
952	1075	53
953	1076	51
954	1077	50
955	1078	49
956	1079	48
957	1080	47
958	1082	46
959	1083	45
960	1084	44
961	1085	42
962	1086	41
963	1087	40
964	1088	39
965	1089	38
966	1090	37
967	1091	36
968	1092	34
969	1094	33
970	1095	32
971	1096	31
972	1097	30
973	1098	29
974	1099	28
975	1100	27
976	1101	25
977	1102	24
978	1103	23
979	1104	22
980	1105	21
981	1106	20
982	1108	19
983	1109	18
984	1110	16
985	1111	15
986	1112	14
987	1113	13
988	1114	12
989	1115	11
990	1116	10
991	1117	9
992	1118	7
993	1119	6
994	1120	5
995	1121	4
996	1122	3
997	1123	2
998	1125	1
999	1126	0
