iter	Passed	Remaining
386	468	742
387	469	741
388	471	739
389	472	738
390	473	736
391	474	735
392	475	734
393	476	732
394	477	731
395	478	729
396	479	728
397	480	727
398	481	725
399	482	724
400	483	722
401	484	721
402	486	720
403	487	718
404	488	717
405	489	715
406	490	714
407	491	713
408	492	711
409	493	710
410	494	708
411	495	707
412	496	706
413	497	704
414	498	703
415	500	701
416	501	700
417	502	699
418	503	697
419	504	696
420	505	695
421	506	693
422	507	692
423	508	690
424	509	689
425	510	688
426	511	686
427	512	685
428	513	683
429	514	682
430	516	681
431	517	679
432	518	678
433	519	677
434	520	675
435	521	674
436	522	673
437	523	671
438	524	670
439	525	669
440	526	667
441	527	666
442	528	665
443	529	663
444	531	662
445	532	660
446	533	659
447	534	658
448	535	656
449	536	655
450	537	654
451	538	652
452	539	651
453	540	650
454	541	649
455	542	647
456	544	646
457	545	645
458	546	643
459	547	642
460	548	641
461	549	639
462	550	638
463	551	637
464	552	635
465	553	634
466	554	633
467	555	631
468	556	630
469	557	629
470	558	627
471	559	626
472	561	625
473	562	623
474	563	622
475	564	621
476	565	619
477	566	618
478	567	617
479	568	615
480	569	614
481	570	613
482	571	611
483	572	610
484	573	609
485	574	608
486	576	606
487	577	605
488	578	604
489	579	602
490	580	601
491	581	600
492	582	599
493	583	597
494	584	596
495	585	595
496	586	594
497	588	592
498	589	591
499	590	590
500	591	588
501	592	587
502	593	586
503	594	585
504	595	583
505	596	582
506	597	581
507	598	579
508	599	578
509	600	577
510	601	576
511	603	574
512	604	573
513	605	572
514	606	571
515	607	569
516	608	568
517	609	567
518	610	565
519	611	564
520	612	563
521	613	562
522	614	560
523	616	559
524	617	558
525	618	557
526	619	555
527	620	554
528	621	553
529	622	552
530	623	550
531	624	549
532	625	548
533	626	547
534	628	545
535	629	544
536	630	543
537	631	542
538	632	540
539	633	539
540	634	538
541	635	536
542	636	535
543	637	534
544	638	533
545	639	531
546	640	530
547	641	529
548	643	528
549	644	526
550	645	525
551	646	524
552	647	523
553	648	521
554	649	520
555	650	519
556	651	518
557	652	516
558	653	515
559	654	514
560	655	513
561	656	511
562	657	510
563	658	509
564	660	508
565	661	506
566	662	505
567	663	504
568	664	503
569	665	501
570	666	500
571	667	499
572	668	498
573	669	497
574	670	495
575	671	494
576	672	493
577	673	492
578	675	490
579	676	489
580	677	488
581	678	487
582	679	485
583	680	484
584	681	483
585	682	482
586	683	481
587	684	479
588	685	478
589	686	477
590	687	476
591	688	474
592	690	473
593	691	472
594	692	471
595	693	469
596	694	468
597	695	467
598	696	466
599	697	464
600	698	463
601	699	462
602	700	461
603	701	460
604	702	458
605	703	457
606	704	456
607	705	455
608	707	453
609	708	452
610	709	451
611	710	450
612	711	449
613	712	447
614	713	446
615	714	445
616	715	444
617	716	442
618	717	441
619	718	440
620	719	439
621	720	438
622	721	436
623	723	435
624	724	434
625	725	433
626	726	432
627	727	430
628	728	429
629	729	428
630	730	427
631	731	425
632	732	424
633	733	423
634	734	422
635	735	421
636	736	419
637	737	418
638	739	417
639	740	416
640	741	415
641	742	413
642	743	412
643	744	411
644	745	410
645	746	409
646	747	407
647	748	406
648	749	405
649	750	404
650	751	403
651	752	401
652	753	400
653	755	399
654	756	398
655	757	397
656	758	395
657	759	394
658	760	393
659	761	392
660	762	391
661	763	389
662	764	388
663	765	387
664	766	386
665	767	385
666	768	383
667	769	382
668	771	381
669	772	380
670	773	379
671	774	377
672	775	376
673	776	375
674	777	374
675	778	373
676	779	371
677	780	370
678	781	369
679	782	368
680	783	367
681	785	366
682	786	364
683	787	363
684	788	362
685	789	361
686	790	360
687	791	358
688	792	357
689	793	356
690	794	355
691	795	354
692	796	352
693	797	351
694	798	350
695	800	349
696	801	348
697	802	347
698	803	345
699	804	344
700	805	343
701	806	342
702	807	341
703	808	339
704	809	338
705	810	337
706	811	336
707	812	335
708	813	334
709	814	332
710	815	331
711	817	330
712	818	329
713	819	328
714	820	326
715	821	325
716	822	324
717	823	323
718	824	322
719	825	321
720	826	319
721	827	318
722	828	317
723	829	316
724	830	315
725	832	314
726	833	312
727	834	311
728	835	310
729	836	309
730	837	308
731	838	306
732	839	305
733	840	304
734	841	303
735	842	302
736	843	301
737	844	299
738	845	298
739	847	297
740	848	296
741	849	295
742	850	294
743	851	292
744	852	291
745	853	290
746	854	289
747	855	288
748	856	287
749	857	285
750	858	284
751	859	283
752	860	282
753	861	281
754	863	280
755	864	278
756	865	277
757	866	276
758	867	275
759	868	274
760	869	273
761	870	271
762	871	270
763	872	269
764	873	268
765	875	267
766	876	266
767	877	264
768	878	263
769	879	262
770	880	261
771	881	260
772	882	259
773	883	258
774	884	256
775	885	255
776	886	254
777	887	253
778	889	252
779	890	251
780	891	249
781	892	248
782	893	247
783	894	246
784	895	245
785	896	244
786	897	242
787	898	241
788	899	240
789	900	239
790	901	238
791	902	237
792	903	235
793	905	234
794	906	233
795	907	232
796	908	231
797	909	230
798	910	229
799	911	227
800	912	226
801	913	225
802	914	224
803	915	223
804	916	222
805	918	220
806	919	219
807	920	218
808	921	217
809	922	216
810	923	215
811	924	214
812	925	212
813	926	211
814	927	210
815	928	209
816	929	208
817	930	207
818	931	205
819	932	204
820	934	203
821	935	202
822	936	201
823	937	200
824	938	199
825	939	197
826	940	196
827	941	195
828	942	194
829	943	193
830	944	192
831	945	190
832	946	189
833	947	188
834	949	187
835	950	186
836	951	185
837	952	184
838	953	182
839	954	181
840	955	180
841	956	179
842	957	178
843	958	177
844	959	176
845	960	174
846	961	173
847	962	172
848	963	171
849	964	170
850	966	169
851	967	167
852	968	166
853	969	165
854	970	164
855	971	163
856	972	162
857	973	161
858	974	160
859	975	158
860	976	157
861	978	156
862	979	155
863	980	154
864	981	153
865	982	152
866	983	150
867	984	149
868	985	148
869	986	147
870	987	146
871	988	145
872	989	144
873	990	142
874	992	141
875	993	140
876	994	139
877	995	138
878	996	137
879	997	136
880	998	134
881	999	133
882	1000	132
883	1001	131
884	1002	130
885	1003	129
886	1004	128
887	1006	126
888	1007	125
889	1008	124
890	1009	123
891	1010	122
892	1011	121
893	1012	120
894	1013	118
895	1014	117
896	1015	116
897	1016	115
898	1017	114
899	1018	113
900	1019	112
901	1021	110
902	1022	109
903	1023	108
904	1024	107
905	1025	106
906	1026	105
907	1027	104
908	1028	102
909	1029	101
910	1030	100
911	1031	99
912	1032	98
913	1033	97
914	1034	96
915	1035	95
916	1037	93
917	1038	92
918	1039	91
919	1040	90
920	1041	89
921	1042	88
922	1043	87
923	1044	85
924	1045	84
925	1046	83
926	1047	82
927	1048	81
928	1049	80
929	1051	79
930	1052	77
931	1053	76
932	1054	75
933	1055	74
934	1056	73
935	1057	72
936	1058	71
937	1059	70
938	1060	68
939	1061	67
940	1062	66
941	1063	65
942	1065	64
943	1066	63
944	1067	62
945	1068	60
946	1069	59
947	1070	58
948	1071	57
949	1072	56
950	1073	55
951	1074	54
952	1075	53
953	1076	51
954	1077	50
955	1079	49
956	1080	48
957	1081	47
958	1082	46
959	1083	45
960	1084	44
961	1085	42
962	1087	41
963	1088	40
964	1089	39
965	1090	38
966	1091	37
967	1092	36
968	1093	34
969	1094	33
970	1095	32
971	1096	31
972	1097	30
973	1098	29
974	1100	28
975	1101	27
976	1102	25
977	1103	24
978	1104	23
979	1105	22
980	1106	21
981	1107	20
982	1108	19
983	1109	18
984	1110	16
985	1111	15
986	1112	14
987	1113	13
988	1115	12
989	1116	11
990	1117	10
991	1118	9
992	1119	7
993	1120	6
994	1121	5
995	1122	4
996	1123	3
997	1124	2
998	1125	1
999	1126	0
