iter	Passed	Remaining
204	8081	11630
205	8131	11604
206	8171	11566
207	8214	11532
208	8255	11494
209	8301	11463
210	8341	11425
211	8385	11391
212	8426	11353
213	8468	11317
214	8513	11285
215	8554	11247
216	8594	11209
217	8637	11173
218	8675	11131
219	8713	11090
220	8754	11052
221	8799	11018
222	8855	11000
223	8900	10967
224	8954	10944
225	8998	10909
226	9055	10890
227	9097	10852
228	9153	10832
229	9228	10833
230	9286	10814
231	9326	10773
232	9365	10732
233	9415	10703
234	9456	10663
235	9509	10637
236	9567	10617
237	9606	10575
238	9647	10535
239	9687	10494
240	9726	10452
241	9768	10414
242	9824	10390
243	9870	10356
244	9912	10316
245	9971	10295
246	10011	10255
247	10050	10212
248	10090	10171
249	10130	10130
250	10182	10101
251	10221	10059
252	10262	10019
253	10317	9992
254	10385	9978
255	10429	9940
256	10469	9899
257	10512	9860
258	10550	9817
259	10615	9798
260	10672	9772
261	10718	9737
262	10762	9698
263	10804	9658
264	10846	9618
265	10888	9578
266	10932	9540
267	11030	9549
268	11086	9520
269	11149	9497
270	11213	9475
271	11273	9450
272	11330	9420
273	11397	9400
274	11541	9443
275	11601	9415
276	11683	9405
277	11748	9382
278	11830	9371
279	11890	9342
280	11952	9315
281	12027	9297
282	12100	9278
283	12179	9263
284	12250	9241
285	12329	9225
286	12415	9213
287	12495	9198
288	12582	9186
289	12664	9170
290	12746	9154
291	12821	9133
292	12917	9125
293	12992	9103
294	13077	9087
295	13135	9052
296	13197	9020
297	13280	9002
298	13368	8986
299	13436	8957
300	13513	8933
301	13595	8913
302	13678	8893
303	13768	8876
304	13873	8870
305	13945	8841
306	14049	8832
307	14136	8812
308	14218	8788
309	14299	8764
310	14357	8725
311	14414	8685
312	14498	8662
313	14594	8644
314	14690	8627
315	14757	8593
316	14876	8587
317	14933	8546
318	14978	8498
319	15035	8457
320	15077	8407
321	15116	8356
322	15157	8306
323	15213	8264
324	15255	8214
325	15294	8163
326	15334	8112
327	15398	8074
328	15440	8025
329	15480	7974
330	15516	7922
331	15571	7879
332	15619	7833
333	15660	7783
334	15698	7732
335	15740	7682
336	15782	7633
337	15847	7595
338	15902	7552
339	15953	7507
340	16001	7461
341	16075	7426
342	16131	7383
343	16205	7349
344	16257	7304
345	16318	7263
346	16380	7222
347	16449	7184
348	16501	7139
349	16590	7110
350	16689	7084
351	16778	7054
352	16865	7023
353	16951	6991
354	17040	6960
355	17105	6919
356	17180	6881
357	17284	6856
358	17376	6824
359	17470	6794
360	17537	6752
361	17615	6715
362	17670	6668
363	17751	6632
364	17837	6597
365	17920	6560
366	17992	6520
367	18079	6484
368	18162	6448
369	18252	6413
370	18337	6376
371	18445	6346
372	18499	6298
373	18556	6251
374	18657	6219
375	18722	6174
376	18797	6132
377	18888	6096
378	18981	6060
379	19046	6014
380	19104	5967
381	19178	5924
382	19225	5872
383	19280	5824
384	19318	5770
385	19360	5717
386	19417	5669
387	19457	5616
388	19499	5564
389	19544	5512
390	19623	5470
391	19673	5420
392	19737	5373
393	19794	5325
394	19850	5276
395	19921	5231
396	19980	5183
397	20044	5136
398	20112	5091
399	20200	5050
400	20257	5001
401	20340	4958
402	20410	4912
403	20470	4864
404	20554	4821
405	20646	4780
406	20725	4735
407	20794	4689
408	20870	4643
409	20959	4600
410	21064	4561
411	21156	4518
412	21221	4470
413	21305	4425
414	21388	4380
415	21454	4332
416	21536	4286
417	21625	4242
418	21699	4194
419	21776	4147
420	21846	4099
421	21909	4049
422	21980	4001
423	22045	3951
424	22105	3900
425	22165	3850
426	22219	3798
427	22292	3750
428	22359	3700
429	22437	3652
430	22494	3601
431	22553	3550
432	22616	3499
433	22688	3450
434	22760	3401
435	22848	3353
436	22931	3305
437	23017	3258
438	23103	3210
439	23192	3162
440	23284	3115
441	23354	3064
442	23428	3014
443	23512	2965
444	23610	2918
445	23703	2869
446	23799	2821
447	23886	2772
448	23967	2722
449	24026	2669
450	24133	2622
451	24221	2572
452	24286	2519
453	24348	2466
454	24427	2415
455	24508	2364
456	24607	2315
457	24665	2261
458	24737	2209
459	24797	2156
460	24846	2101
461	24891	2047
462	24934	1992
463	24975	1937
464	25019	1883
465	25058	1828
466	25096	1773
467	25135	1718
468	25177	1664
469	25220	1609
470	25263	1555
471	25307	1501
472	25364	1447
473	25404	1393
474	25448	1339
475	25492	1285
476	25533	1231
477	25576	1177
478	25635	1123
479	25679	1069
480	25718	1015
481	25761	962
482	25803	908
483	25842	854
484	25886	800
485	25941	747
486	25982	693
487	26024	639
488	26063	586
489	26108	532
490	26152	479
491	26195	425
492	26256	372
493	26298	319
494	26340	266
495	26384	212
496	26440	159
497	26563	106
498	26609	53
499	26653	0
