as_of_date,current_plan_tier,current_billing_frequency,current_auto_renew_flag,current_mrr_amount,current_seats,days_since_join,days_to_expiry,cancel_flag_30d,renewal_failure_count_90d,plan_change_up_flag_90d,plan_change_down_flag_90d,usage_intensity_30d,usage_drop_ratio_30d_vs_prev_30d,leave_next_30d,leave_reason
2023-05-31,Enterprise,annual,True,17711.0,89.0,107,202.0,0,0,0,0,11.652777777777779,0.5607145849040798,0,stay
2023-05-31,Enterprise,annual,True,4577.0,23.0,124,,0,0,1,0,26.858333333333334,0.0,0,stay
2023-05-31,Enterprise,annual,True,0.0,19.0,99,227.0,0,0,1,0,0.0,1.0,0,stay
2023-05-31,Enterprise,annual,True,0.0,13.0,58,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,Pro,annual,False,0.0,56.0,54,415.0,0,0,0,0,24.829444444444444,0.0,0,stay
2023-05-31,Pro,annual,True,2156.0,44.0,76,,1,0,1,0,34.698055555555555,0.0,0,stay
2023-05-31,Pro,annual,True,1176.0,24.0,117,15.0,0,0,0,0,22.380555555555556,0.44127375990790757,0,stay
2023-05-31,Pro,annual,True,931.0,19.0,148,,0,0,0,0,11.752222222222223,0.6759547188309003,0,stay
2023-05-31,Pro,annual,True,1127.0,23.0,124,,0,0,0,1,10.465,0.12046505112760893,0,stay
2023-05-31,Pro,annual,True,392.0,8.0,105,,0,0,0,0,36.64,0.0,0,stay
2023-05-31,Pro,annual,True,2156.0,44.0,89,416.0,0,0,0,0,8.175555555555556,0.2930098486668267,0,stay
2023-05-31,Basic,monthly,True,342.0,18.0,83,,0,0,0,1,0.0,1.0,0,stay
2023-05-31,Basic,monthly,True,0.0,85.0,123,,0,0,0,0,34.43361111111111,0.0,0,stay
2023-05-31,Basic,monthly,False,893.0,47.0,140,,0,0,0,0,44.59861111111111,0.0,0,stay
2023-05-31,Basic,monthly,True,171.0,9.0,26,,0,0,0,0,39.119166666666665,0.0830191627761609,0,stay
2023-05-31,Basic,monthly,True,0.0,26.0,131,,0,0,0,0,10.722222222222221,0.0,0,stay
2023-05-31,Enterprise,monthly,True,3383.0,17.0,23,235.0,0,0,1,0,10.572222222222223,0.0,0,stay
2023-05-31,Enterprise,monthly,False,8756.0,44.0,68,,0,0,1,0,14.55638888888889,0.623352260475814,1,churn_event
2023-05-31,Enterprise,monthly,True,2985.0,15.0,80,,0,0,0,1,0.0,1.0,0,stay
2023-05-31,Enterprise,monthly,True,4975.0,25.0,58,,0,0,0,0,51.15833333333333,0.0,0,stay
2023-05-31,Enterprise,monthly,True,0.0,42.0,134,,1,0,0,0,38.41972222222222,0.0,0,stay
2023-05-31,Enterprise,monthly,True,1393.0,7.0,70,,0,0,0,0,33.06472222222222,0.0,0,stay
2023-05-31,Enterprise,monthly,True,1592.0,8.0,104,,0,0,0,0,23.246666666666666,0.6812699234861959,0,stay
2023-05-31,Enterprise,monthly,True,6368.0,32.0,7,,0,0,0,0,25.40972222222222,0.4628628134890576,0,stay
2023-05-31,Enterprise,monthly,True,1791.0,9.0,128,,0,0,0,0,18.941111111111113,0.0,0,stay
2023-05-31,Enterprise,monthly,True,0.0,42.0,127,,0,0,0,0,12.846666666666668,0.6414994883879569,0,stay
2023-05-31,Pro,monthly,True,980.0,20.0,148,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,Pro,monthly,True,637.0,13.0,36,,0,0,0,0,50.522222222222226,0.0,1,churn_event
2023-05-31,Pro,monthly,False,1274.0,26.0,99,,0,0,0,0,59.48888888888889,0.0,0,stay
2023-05-31,Pro,monthly,True,1029.0,21.0,149,,0,0,1,1,7.561944444444444,0.6896532068674617,0,stay
2023-05-31,Pro,monthly,False,833.0,17.0,100,,0,0,0,0,35.504444444444445,0.0,0,stay
2023-05-31,Pro,monthly,True,294.0,6.0,96,,0,0,0,0,37.99444444444445,0.0,0,stay
2023-05-31,Pro,monthly,True,6468.0,132.0,124,,0,0,0,0,19.410555555555554,0.5307934035238505,0,stay
2023-05-31,Pro,monthly,False,4900.0,100.0,94,,0,0,0,1,74.90472222222222,0.0,0,stay
2023-05-31,,,,,,85,,0,0,0,0,21.839444444444446,0.0,0,stay
2023-05-31,,,,,,33,,0,0,0,0,37.895,0.5348055296019205,0,stay
2023-05-31,,,,,,36,,0,0,0,0,14.53111111111111,0.0,0,stay
2023-05-31,,,,,,91,,0,0,0,0,18.714166666666667,0.1159937541824671,0,stay
2023-05-31,,,,,,27,,0,0,0,0,19.648888888888887,0.4403221850348533,0,stay
2023-05-31,,,,,,78,,0,0,0,0,41.623333333333335,0.0,0,stay
2023-05-31,,,,,,55,,0,0,0,0,34.207499999999996,0.0,0,stay
2023-05-31,,,,,,92,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,28,,0,0,0,0,18.888333333333332,0.4829796455265019,0,stay
2023-05-31,,,,,,122,,0,0,0,0,15.384444444444444,0.0,0,stay
2023-05-31,,,,,,55,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,0,,0,0,0,0,57.47611111111111,0.0,0,stay
2023-05-31,,,,,,14,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,68,,0,0,0,0,34.72833333333333,0.0,0,stay
2023-05-31,,,,,,42,,0,0,0,0,14.165,0.0,0,stay
2023-05-31,,,,,,27,,0,0,0,0,44.03638888888889,0.2431587289462629,0,stay
2023-05-31,,,,,,29,,0,0,0,0,24.670555555555556,0.5621064879869442,0,stay
2023-05-31,,,,,,89,,0,0,0,0,44.94166666666666,0.12110775515525533,0,stay
2023-05-31,,,,,,121,,0,0,0,0,13.315277777777778,0.29610866372980915,0,stay
2023-05-31,,,,,,34,,0,0,0,0,8.046666666666667,0.0,0,stay
2023-05-31,,,,,,3,,0,0,0,0,9.175555555555555,0.6391759334105259,0,stay
2023-05-31,,,,,,93,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,15,,0,0,0,0,13.054166666666667,0.61232924173431,0,stay
2023-05-31,,,,,,6,,0,0,0,0,59.977222222222224,0.0,0,stay
2023-05-31,,,,,,12,,0,0,0,0,37.746944444444445,0.1410466299627693,0,stay
2023-05-31,,,,,,25,,0,0,0,0,19.785833333333333,0.0,0,stay
2023-05-31,,,,,,57,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,94,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,112,,0,0,0,0,21.96,0.0,0,stay
2023-05-31,,,,,,64,,0,0,0,0,15.7675,0.0,0,stay
2023-05-31,,,,,,71,,0,0,0,0,19.35361111111111,0.5170719197072197,1,churn_event
2023-05-31,,,,,,16,,0,0,0,0,9.22,0.7111604229212897,0,stay
2023-05-31,,,,,,3,,0,0,0,0,45.486666666666665,0.0,0,stay
2023-05-31,,,,,,108,,0,0,0,0,14.22888888888889,0.3740652035778875,0,stay
2023-05-31,,,,,,23,,0,0,0,0,60.77444444444444,0.0,0,stay
2023-05-31,,,,,,66,,0,0,0,0,20.698333333333334,0.4940725954291767,0,stay
2023-05-31,,,,,,30,,0,0,0,0,29.064722222222223,0.10702886305835761,0,stay
2023-05-31,,,,,,25,,0,0,0,0,12.533888888888889,0.5552905464006939,0,stay
2023-05-31,,,,,,19,,0,0,0,0,10.852777777777778,0.7268729858018693,0,stay
2023-05-31,,,,,,22,,0,0,0,0,44.463055555555556,0.0,0,stay
2023-05-31,,,,,,104,,0,0,0,0,31.9625,0.0,0,stay
2023-05-31,,,,,,25,,0,0,0,0,14.40638888888889,0.2977156088775745,0,stay
2023-05-31,,,,,,26,,0,0,0,0,0.0,1.0,0,stay
2023-05-31,,,,,,70,,0,0,0,0,27.407222222222224,0.0,0,stay
2023-05-31,,,,,,141,,0,0,0,0,10.2525,0.0,0,stay
2023-05-31,,,,,,29,,0,0,0,0,24.828611111111112,0.12194858394648174,0,stay
2023-06-30,Basic,annual,True,95.0,5.0,76,,0,0,0,0,0.0,1.0,0,stay
2023-06-30,Basic,annual,False,266.0,14.0,53,,0,0,1,0,0.0,1.0,0,stay
2023-06-30,Basic,annual,False,285.0,15.0,77,,0,0,0,0,10.905555555555555,0.555449872047467,0,stay
2023-06-30,Basic,annual,True,570.0,30.0,49,,0,0,0,0,0.0,1.0,0,stay
2023-06-30,Basic,annual,False,0.0,4.0,144,,0,0,0,0,33.335277777777776,0.0,0,stay
2023-06-30,Basic,annual,True,722.0,38.0,141,,0,0,0,0,7.178888888888888,0.42074592074592077,0,stay
2023-06-30,Basic,annual,True,1026.0,54.0,94,,1,0,0,0,25.314722222222223,0.0,0,stay
2023-06-30,Basic,annual,False,532.0,28.0,44,,0,0,1,0,43.17666666666667,0.0,0,stay
2023-06-30,Basic,annual,True,38.0,2.0,151,,0,0,0,0,25.00722222222222,0.16307823888145173,0,stay
2023-06-30,Basic,annual,True,969.0,51.0,170,,0,0,0,0,25.794166666666666,0.42163744511226686,0,stay
2023-06-30,Basic,annual,False,1159.0,61.0,119,320.0,0,0,0,0,16.360833333333332,0.635954014463193,0,stay
2023-06-30,Basic,annual,True,399.0,21.0,155,,0,0,0,0,7.5697222222222225,0.5657211155378487,0,stay
2023-06-30,Basic,annual,True,779.0,41.0,46,,0,0,0,0,0.0,1.0,0,stay
2023-06-30,Basic,annual,False,1178.0,62.0,53,,0,0,0,0,41.45611111111111,0.3178693529809678,0,stay
2023-06-30,Basic,annual,True,0.0,39.0,117,,0,0,0,0,75.76166666666667,0.0,0,stay
